,from,to,cost
1917,1004350800,1030009500,10
1918,1030010700,1030010800,608
1919,1030010700,1030010700,0
1920,1030010700,1030012200,10
1921,1030010700,1030010500,10
1922,1030010100,1030010200,415
1923,1030010100,1030010100,0
1924,1030010100,1030010800,10
1925,1030010100,1030008500,10
1926,1040013400,1040013500,1603
1927,1040013400,1040013400,0
1928,1040013400,1040013700,10
1929,1040013400,1040014100,10
1930,1040013000,1040013100,1050
1931,1040013000,1040013000,0
1932,1040013000,1040013500,10
1933,1040013000,1040014300,10
1934,1040013000,1040012000,10
1935,1040012800,1040012900,483
1936,1040012800,1040012800,0
1937,1040012800,1040013100,10
1938,1040012800,1040003200,10
1939,1040012800,1040001700,10
1940,1040011400,1040011500,229
1941,1040011400,1040011400,0
1942,1040011400,1040012700,10
1943,1040010400,1040010500,91
1944,1040010400,1040010400,0
1945,1040010400,1040011500,10
1946,1040010400,1040010600,10
1947,1040010400,1040011700,10
1948,1040009400,1040009500,1452
1949,1040009400,1040009400,0
1950,1040009400,1040010500,10
1951,1040009400,1040008800,10
1952,1040009400,1040010900,10
1953,1040009500,1040009400,1413
1954,1040009500,1230037000,10
1955,1040009500,1040001100,10
1956,1040009500,1040001600,10
1957,1040009500,1040009500,0
1958,1040010500,1040010400,951
1959,1040010500,1040009400,10
1960,1040010500,1040010500,0
1961,1040010500,1040008800,10
1962,1040010500,1040010900,10
1963,1040011500,1040011400,618
1964,1040011500,1040010400,10
1965,1040011500,1040011500,0
1966,1040011500,1040010600,10
1967,1040011500,1040011700,10
1968,1040012700,1040012600,841
1969,1040012700,1040011400,10
1970,1040012700,1040012700,0
1971,1040012900,1040012800,483
1972,1040012900,1040012600,10
1973,1040012900,1040012900,0
1974,1040013100,1040013000,2302
1975,1040013100,1040012800,10
1976,1040013100,1040013100,0
1977,1040013100,1040003200,10
1978,1040013100,1040001700,10
1979,1040013500,1040013400,887
1980,1040013500,1040013000,10
1981,1040013500,1040013500,0
1982,1040013500,1040014300,10
1983,1040013500,1040012000,10
1984,1040013700,1040013600,1057
1985,1040013700,1040013400,10
1986,1040013700,1040013700,0
1987,1040013700,1040014100,10
1988,1030009900,1030010000,839
1989,1030009900,1040013600,10
1990,1030009900,1030009900,0
1991,1030009900,1030002200,10
1992,1030009900,1030001500,10
1993,1030010200,1030010100,902
1994,1030010200,1030010000,10
1995,1030010200,1030010200,0
1996,1030010800,1030010700,608
1997,1030010800,1030010100,10
1998,1030010800,1030010800,0
1999,1030010800,1030008500,10
2000,1030012200,1030012100,741
2001,1030012200,1030010700,10
2002,1030012200,1030012200,0
2003,1030012200,1030010500,10
2004,1004350700,1004350800,675
2005,1004350700,1030012100,10
2006,1004350700,1004350700,0
2007,1004350700,1030012600,10
2008,1004350700,1030010900,10
2009,1030009500,1030009600,865
2010,1030009500,1004350800,10
2011,1030009500,1030009500,0
2012,1030007700,1030007800,2255
2013,1030007700,1030011800,10
2014,1030007700,1030008100,10
2015,1030007700,1030009600,10
2016,1030007700,1030007700,0
2017,1040008900,1040008800,774
2018,1040008900,1040008300,10
2019,1040008900,1040007000,10
2020,1040008900,1040008900,0
2021,1040008800,1040008900,1081
2022,1040008800,1040009400,10
2023,1040008800,1040010500,10
2024,1040008800,1040008800,0
2025,1040008800,1040010900,10
2026,1070021200,1070021100,1483
2027,1070021200,1070021200,0
2028,1070021200,1070019700,10
2029,1070021200,1070021000,10
2030,1070021200,1070019100,10
2031,1100011000,1100010900,848
2032,1100011000,1100011000,0
2033,1100011000,1070021100,10
2034,1100011000,1100008300,10
2035,1100010900,1100011000,848
2036,1100010900,1100010900,0
2037,1100010900,1100012400,10
2038,1100010900,1070021700,10
2039,1070021100,1070021200,702
2040,1070021100,1100011000,10
2041,1070021100,1070021100,0
2042,1070021100,1100008300,10
2043,1220008000,1220008100,1037
2044,1220008000,1220008000,0
2045,1220008000,1220012900,10
2046,1220008000,1220000700,10
2047,1220008000,1220001000,10
2048,1220010100,1220010000,2322
2049,1220010100,1220010100,0
2050,1220010100,1220008100,10
2051,1220010100,1220010900,10
2052,1220013300,1220013200,2253
2053,1220013300,1220013300,0
2054,1220013300,1220010000,10
2055,1220013300,1220013900,10
2056,1220013300,1220006600,10
2057,1220013200,1220013300,1332
2058,1220013200,1220013200,0
2059,1220013200,1230006700,10
2060,1220013200,1230008400,10
2061,1220013200,1230005900,10
2062,1220013200,1230009200,10
2063,1220010000,1220010100,1699
2064,1220010000,1220013300,10
2065,1220010000,1220010000,0
2066,1220010000,1220013900,10
2067,1220010000,1220006600,10
2068,1220008100,1220008000,1297
2069,1220008100,1220010100,10
2070,1220008100,1220008100,0
2071,1220008100,1220010900,10
2072,1160007200,1160007100,673
2073,1160007200,1160007200,0
2074,1160007200,1160005300,10
2075,1160007200,1160007400,10
2076,1160009000,1160008900,295
2077,1160009000,1160009000,0
2078,1160009000,1160007100,10
2079,1160010800,1160010700,284
2080,1160010800,1160008300,10
2081,1160010800,1160010600,10
2082,1160010800,1160010800,0
2083,1160010800,1160008900,10
2084,1160012300,1160012400,1643
2085,1160012300,1160012300,0
2086,1160012300,1160014800,10
2087,1160012300,1160013700,10
2088,1160010700,1160010800,284
2089,1160010700,1160012400,10
2090,1160010700,1160010700,0
2091,1160008900,1160009000,1392
2092,1160008900,1160008300,10
2093,1160008900,1160010600,10
2094,1160008900,1160010800,10
2095,1160008900,1160008900,0
2096,1160007100,1160007200,673
2097,1160007100,1160009000,10
2098,1160007100,1160007100,0
2099,1160005300,1160005400,1149
2100,1160005300,1160007200,10
2101,1160005300,1160005300,0
2102,1160005300,1160007400,10
2103,1160009400,1160009300,650
2104,1160009400,1160009400,0
2105,1160009400,1160007300,10
2106,1160009400,1160008600,10
2107,1160012000,1160011900,693
2108,1160012000,1160010500,10
2109,1160012000,1160011800,10
2110,1160012000,1160012000,0
2111,1160012000,1160009300,10
2112,1160012800,1160012700,454
2113,1160012800,1160012800,0
2114,1160012800,1160011900,10
2115,1160013800,1160013700,1728
2116,1160013800,1160013800,0
2117,1160013800,1160012700,10
2118,1160014800,1160014700,1462
2119,1160014800,1160012300,10
2120,1160014800,1160014800,0
2121,1160014800,1160013700,10
2122,1160016000,1160015900,1795
2123,1160016000,1160002800,10
2124,1160016000,1160002300,10
2125,1160016000,1160016000,0
2126,1160016000,1160014700,10
2127,1160015900,1160016000,2478
2128,1160015900,1160015900,0
2129,1160015900,1160017400,10
2130,1160015900,1160003200,10
2131,1160015900,1160002500,10
2132,1160014700,1160014800,335
2133,1160014700,1160002800,10
2134,1160014700,1160002300,10
2135,1160014700,1160016000,10
2136,1160014700,1160014700,0
2137,1160013700,1160013800,366
2138,1160013700,1160012300,10
2139,1160013700,1160014800,10
2140,1160013700,1160013700,0
2141,1160012700,1160012800,625
2142,1160012700,1160013800,10
2143,1160012700,1160012700,0
2144,1160011900,1160012000,457
2145,1160011900,1160012800,10
2146,1160011900,1160011900,0
2147,1160009300,1160009400,650
2148,1160009300,1160010500,10
2149,1160009300,1160011800,10
2150,1160009300,1160012000,10
2151,1160009300,1160009300,0
2152,1040007600,1040007700,335
2153,1040007600,1040009300,10
2154,1040007600,1040008200,10
2155,1040007600,1040007600,0
2156,1040007700,1040007600,335
2157,1040007700,1040007100,10
2158,1040007700,1040007700,0
2159,1040007700,1040006400,10
2160,1040013200,1040013300,744
2161,1040013200,1040013200,0
2162,1040013200,1040002500,10
2163,1040013200,1040004000,10
2164,1040011800,1040011900,4760
2165,1040011800,1040002100,10
2166,1040011800,1040004200,10
2167,1040011800,1040011800,0
2168,1040011800,1040013300,10
2169,1240014400,1240014300,337
2170,1240014400,1240014400,0
2171,1240014400,1240012100,10
2172,1240014400,1240013200,10
2173,1240018200,1240018100,1288
2174,1240018200,1240018200,0
2175,1240018200,1240014300,10
2176,1240018200,1240016200,10
2177,1240018200,1240013700,10
2178,1240017700,1240017800,524
2179,1240017700,1240017700,0
2180,1240017700,1240018100,10
2181,1240017700,1240020200,10
2182,1240017700,1240016500,10
2183,1240017200,1240017100,298
2184,1240017200,1240017200,0
2185,1240017200,1240017800,10
2186,1240017200,1240015900,10
2187,1240017200,1240019200,10
2188,1240017400,1240017300,309
2189,1240017400,1240019600,10
2190,1240017400,1240017400,0
2191,1240017400,1240017100,10
2192,1240017400,1240015700,10
2193,1240018000,1240017900,898
2194,1240018000,1240018000,0
2195,1240018000,1240017300,10
2196,1240018000,1240015300,10
2197,1240018000,1240019800,10
2198,1240018400,1240018300,663
2199,1240018400,1240019400,10
2200,1240018400,1240018400,0
2201,1240018400,1240017900,10
2202,1240018400,1240016300,10
2203,1240018300,1240018400,663
2204,1240018300,1240018300,0
2205,1240018300,1240020000,10
2206,1240018300,1240016700,10
2207,1240017900,1240018000,896
2208,1240017900,1240019400,10
2209,1240017900,1240018400,10
2210,1240017900,1240017900,0
2211,1240017900,1240016300,10
2212,1240017300,1240017400,309
2213,1240017300,1240018000,10
2214,1240017300,1240017300,0
2215,1240017300,1240015300,10
2216,1240017300,1240019800,10
2217,1240017100,1240017200,298
2218,1240017100,1240019600,10
2219,1240017100,1240017400,10
2220,1240017100,1240017100,0
2221,1240017100,1240015700,10
2222,1240017800,1240017700,524
2223,1240017800,1240017200,10
2224,1240017800,1240017800,0
2225,1240017800,1240015900,10
2226,1240017800,1240019200,10
2227,1240018100,1240018200,1011
2228,1240018100,1240017700,10
2229,1240018100,1240018100,0
2230,1240018100,1240020200,10
2231,1240018100,1240016500,10
2232,1240014300,1240014400,337
2233,1240014300,1240018200,10
2234,1240014300,1240014300,0
2235,1240014300,1240016200,10
2236,1240014300,1240013700,10
2237,1240012100,1240012200,662
2238,1240012100,1240014400,10
2239,1240012100,1240012100,0
2240,1240012100,1240013200,10
2241,1040013300,1040013200,3834
2242,1040013300,1040002100,10
2243,1040013300,1040004200,10
2244,1040013300,1040011800,10
2245,1040013300,1040013300,0
2246,1180019900,1180019800,340
2247,1180019900,1180019900,0
2248,1180019900,1180017600,10
2249,1180019900,1180018700,10
2250,1180023100,1180023000,508
2251,1180023100,1180023100,0
2252,1180023100,1180019800,10
2253,1180023100,1180023900,10
2254,1180023100,1180019200,10
2255,1180026700,1180026600,1270
2256,1180026700,1180026700,0
2257,1180026700,1180023000,10
2258,1180030200,1180030300,3492
2259,1180030200,1180030200,0
2260,1180030200,1180002400,10
2261,1180030200,1180001900,10
2262,1180026600,1180026700,342
2263,1180026600,1180030300,10
2264,1180026600,1180026600,0
2265,1180026600,3201506300,10
2266,1180026600,3201505000,10
2267,1180023000,1180023100,314
2268,1180023000,1180026700,10
2269,1180023000,1180023000,0
2270,1180019800,1180019900,1626
2271,1180019800,1180023100,10
2272,1180019800,1180019800,0
2273,1180019800,1180023900,10
2274,1180019800,1180019200,10
2275,1140041000,1140022100,12660
2276,1140041000,1140041000,0
2277,1140041000,1140017100,10
2278,1140041000,1140023400,10
2279,1140041400,1140024900,857
2280,1140041400,1140026400,10
2281,1140041400,1140041400,0
2282,1140041400,1140022100,10
2283,1140041400,1140020700,10
2284,1140041200,1140026100,5698
2285,1140041200,1140041200,0
2286,1140041200,1140024900,10
2287,1140041200,1140022500,10
2288,1140028400,1140028400,0
2289,1140028400,1140026100,10
2290,1140028400,1150007700,10
2291,1140028400,1140024100,10
2292,1140029500,1140029600,743
2293,1140029500,1140029500,0
2294,1140029500,1140030600,10
2295,1140029300,1140029400,1481
2296,1140029300,1140029300,0
2297,1140029300,1140029600,10
2298,1180037000,1180037100,221
2299,1180037000,1180037000,0
2300,1180037000,1140029400,10
2301,1180037000,1140026700,10
2302,1180037000,1140032600,10
2303,1180035600,1180035700,1291
2304,1180035600,1180035600,0
2305,1180035600,1180037100,10
2306,1180035600,1180003000,10
2307,1180035600,1180002100,10
2308,1180034000,1180034100,431
2309,1180034000,1180034000,0
2310,1180034000,1180035700,10
2311,1180034000,1180037700,10
2312,1180034000,1180032600,10
2313,1180031800,1180031900,991
2314,1180031800,1180031800,0
2315,1180031800,1180034100,10
2316,1180031800,1180035100,10
2317,1180031800,1180031000,10
2318,1180030600,1180030700,857
2319,1180030600,1180030600,0
2320,1180030600,1180031900,10
2321,1180030600,1180029000,10
2322,1180030600,1180032500,10
2323,1180029600,1180029700,978
2324,1180029600,1180029600,0
2325,1180029600,1180030700,10
2326,1180029600,1180032100,10
2327,1180029600,1180028000,10
2328,1180030100,1180030000,2564
2329,1180030100,1180030100,0
2330,1180030100,1180029700,10
2331,1180030100,1180034300,10
2332,1180030100,1180024800,10
2333,1180031500,1180031400,1567
2334,1180031500,1180031500,0
2335,1180031500,1180030000,10
2336,1180031500,1180025800,10
2337,1180031500,1180034700,10
2338,1180036500,1180036400,528
2339,1180036500,1180036500,0
2340,1180036500,1180033200,10
2341,1180036500,1180033000,10
2342,1180041100,1180041000,4470
2343,1180041100,1180041100,0
2344,1180041100,1180036400,10
2345,1180041100,1180037400,10
2346,1180041100,1180038700,10
2347,1180041000,1180041100,3653
2348,1180041000,1130001400,10
2349,1180041000,1130000700,10
2350,1180041000,1180041000,0
2351,1180041000,1130010400,10
2352,1180041000,1130009800,10
2353,1180036400,1180036500,2063
2354,1180036400,1180041100,10
2355,1180036400,1180036400,0
2356,1180036400,1180037400,10
2357,1180036400,1180038700,10
2358,1180033200,1180033300,1468
2359,1180033200,1180036500,10
2360,1180033200,1180033200,0
2361,1180033200,1180033000,10
2362,1180031400,1180031500,976
2363,1180031400,1180033300,10
2364,1180031400,1180031400,0
2365,1180031400,1180038100,10
2366,1180031400,1180029200,10
2367,1180030000,1180030100,1068
2368,1180030000,1180031500,10
2369,1180030000,1180030000,0
2370,1180030000,1180025800,10
2371,1180030000,1180034700,10
2372,1180029700,1180029600,1623
2373,1180029700,1180030100,10
2374,1180029700,1180029700,0
2375,1180029700,1180034300,10
2376,1180029700,1180024800,10
2377,1180030700,1180030600,875
2378,1180030700,1180029600,10
2379,1180030700,1180030700,0
2380,1180030700,1180032100,10
2381,1180030700,1180028000,10
2382,1180031900,1180031800,2635
2383,1180031900,1180030600,10
2384,1180031900,1180031900,0
2385,1180031900,1180029000,10
2386,1180031900,1180032500,10
2387,1180034100,1180034000,1238
2388,1180034100,1180031800,10
2389,1180034100,1180034100,0
2390,1180034100,1180035100,10
2391,1180034100,1180031000,10
2392,1180035700,1180035600,3374
2393,1180035700,1180034000,10
2394,1180035700,1180035700,0
2395,1180035700,1180037700,10
2396,1180035700,1180032600,10
2397,1180037100,1180037000,1824
2398,1180037100,1180035600,10
2399,1180037100,1180037100,0
2400,1180037100,1180003000,10
2401,1180037100,1180002100,10
2402,1140029600,1140029500,2748
2403,1140029600,1140029300,10
2404,1140029600,1140029600,0
2405,1140028900,1140028900,0
2406,1140028900,1140028700,10
2407,1140028100,1140028100,0
2408,1140028100,1140030200,10
2409,1140026100,1140041200,1545
2410,1140026100,1140028400,10
2411,1140026100,1140026100,0
2412,1140026100,1150007700,10
2413,1140026100,1140024100,10
2414,1140024900,1140041400,11211
2415,1140024900,1140041200,10
2416,1140024900,1140024900,0
2417,1140024900,1140022500,10
2418,1140022100,1140041000,13163
2419,1140022100,1140026400,10
2420,1140022100,1140041400,10
2421,1140022100,1140022100,0
2422,1140022100,1140020700,10
2423,1040014000,1040014100,1409
2424,1040014000,1040014000,0
2425,1040014000,1040014700,10
2426,1040014100,1040014000,1548
2427,1040014100,1040013400,10
2428,1040014100,1040013700,10
2429,1040014100,1040014100,0
2430,1150017900,1150017800,302
2431,1150017900,1150017900,0
2432,1150017900,1150017700,10
2433,1150017900,1150015800,10
2434,1150018900,1150018800,477
2435,1150018900,1150018900,0
2436,1150018900,1150017800,10
2437,1150018900,1150018000,10
2438,1150018900,1150018300,10
2439,1150019700,1150019600,152
2440,1150019700,1150019700,0
2441,1150019700,1150018800,10
2442,1150019700,1150019000,10
2443,1150020500,1150020400,722
2444,1150020500,1150020500,0
2445,1150020500,1150019600,10
2446,1150020500,1150003500,10
2447,1150020500,1150003900,10
2448,1150021300,1150021200,295
2449,1150021300,1150021300,0
2450,1150021300,1150020400,10
2451,1150021300,1150020800,10
2452,1150021900,1150021800,165
2453,1150021900,1150021900,0
2454,1150021900,1150021200,10
2455,1150021800,1150021900,165
2456,1150021800,1150021800,0
2457,1150021200,1150021300,416
2458,1150021200,1150021900,10
2459,1150021200,1150021200,0
2460,1150020400,1150020500,334
2461,1150020400,1150021300,10
2462,1150020400,1150020400,0
2463,1150020400,1150020800,10
2464,1150019600,1150019700,1235
2465,1150019600,1150020500,10
2466,1150019600,1150019600,0
2467,1150019600,1150003500,10
2468,1150019600,1150003900,10
2469,1150018800,1150018900,477
2470,1150018800,1150019700,10
2471,1150018800,1150018800,0
2472,1150018800,1150019000,10
2473,1150017800,1150017900,304
2474,1150017800,1150018900,10
2475,1150017800,1150017800,0
2476,1150017800,1150018000,10
2477,1150017800,1150018300,10
2478,1170000700,1170000800,709
2479,1170000700,1170000700,0
2480,1170002300,1170002400,584
2481,1170002300,1170002300,0
2482,1170002300,1170000800,10
2483,1170002300,1170003000,10
2484,1170002300,1170000500,10
2485,1170002100,1170002200,1565
2486,1170002100,1170002100,0
2487,1170002100,1170002400,10
2488,1170002100,1170001900,10
2489,1170002100,1170002800,10
2490,1170002200,1170002100,1572
2491,1170002200,1170002200,0
2492,1170002200,1170001700,10
2493,1170002200,1170002600,10
2494,1170002400,1170002300,584
2495,1170002400,1170002100,10
2496,1170002400,1170002400,0
2497,1170002400,1170001900,10
2498,1170002400,1170002800,10
2499,1030008400,1030008300,3403
2500,1030008400,1030008400,0
2501,1030008400,1030008000,10
2502,1030008400,1030006500,10
2503,1030011400,1030011300,834
2504,1030011400,1030011400,0
2505,1030011400,1030008300,10
2506,1030011400,1030009800,10
2507,1030011400,1030011200,10
2508,1030012800,1030012700,1123
2509,1030012800,1030012800,0
2510,1030012800,1030011300,10
2511,1030012800,1030013000,10
2512,1030015000,1030014900,2453
2513,1030015000,1030015000,0
2514,1030015000,1030012700,10
2515,1010006200,1010006100,1691
2516,1010006200,1010006200,0
2517,1010006200,1030014900,10
2518,1010006200,1010001700,10
2519,1010006200,1010006800,10
2520,1010006100,1010006200,1141
2521,1010006100,1010006100,0
2522,1030014900,1030015000,1098
2523,1030014900,1010006200,10
2524,1030014900,1030014900,0
2525,1030014900,1010001700,10
2526,1030014900,1010006800,10
2527,1030012700,1030012800,541
2528,1030012700,1030015000,10
2529,1030012700,1030012700,0
2530,1030011300,1030011400,516
2531,1030011300,1030012800,10
2532,1030011300,1030011300,0
2533,1030011300,1030013000,10
2534,1030008300,1030008400,3055
2535,1030008300,1030011400,10
2536,1030008300,1030008300,0
2537,1030008300,1030009800,10
2538,1030008300,1030011200,10
2539,1040015000,1040015100,733
2540,1040015000,1040015000,0
2541,1040015900,1040015800,1883
2542,1040015900,1040015900,0
2543,1040015900,1040015100,10
2544,1040015900,1040014800,10
2545,1040015900,1040016500,10
2546,1040016100,1040016000,257
2547,1040016100,1040016100,0
2548,1040016100,1040015800,10
2549,1040016100,1040016700,10
2550,1040016100,1040015200,10
2551,1040016300,1040016200,329
2552,1040016300,1040016300,0
2553,1040016300,1040016000,10
2554,1040016300,1040015600,10
2555,1040016300,1040016900,10
2556,1040016200,1040016300,329
2557,1040016200,1040016200,0
2558,1040016200,1040005400,10
2559,1040016200,1040005100,10
2560,1040016000,1040016100,257
2561,1040016000,1040016300,10
2562,1040016000,1040016000,0
2563,1040016000,1040015600,10
2564,1040016000,1040016900,10
2565,1040015800,1040015900,593
2566,1040015800,1040016100,10
2567,1040015800,1040015800,0
2568,1040015800,1040016700,10
2569,1040015800,1040015200,10
2570,1040015100,1040015000,733
2571,1040015100,1040015900,10
2572,1040015100,1040015100,0
2573,1040015100,1040014800,10
2574,1040015100,1040016500,10
2575,1150004800,1150004700,5309
2576,1150004800,1150005000,10
2577,1150004800,1150004100,10
2578,1150004800,1150004800,0
2579,1150005200,1150005100,5730
2580,1150005200,1150005200,0
2581,1150005200,1150004700,10
2582,1150005100,1150005200,1223
2583,1150005100,1150005100,0
2584,1150004700,1150004800,708
2585,1150004700,1150005200,10
2586,1150004700,1150004700,0
2587,1150010400,1150010500,2297
2588,1150010400,1150000500,10
2589,1150010400,1150001000,10
2590,1150010400,1150010400,0
2591,1150010500,1150010400,3979
2592,1150010500,1150009400,10
2593,1150010500,1150009700,10
2594,1150010500,1150009200,10
2595,1150010500,1150010500,0
2596,1210029400,1210029500,1199
2597,1210029400,1210030100,10
2598,1210029400,1220030600,10
2599,1210029400,1210029400,0
2600,1210029400,1220032700,10
2601,1210029700,1210029600,373
2602,1210029700,1210029700,0
2603,1210029700,1210029500,10
2604,1210029600,1210029700,373
2605,1210029600,1210029600,0
2606,1210029600,1210029000,10
2607,1210029600,1210030300,10
2608,1210029500,1210029400,1336
2609,1210029500,1210029700,10
2610,1210029500,1210029500,0
2611,1030013000,1030012900,382
2612,1030013000,1030012800,10
2613,1030013000,1030011300,10
2614,1030013000,1030013000,0
2615,1030015600,1030015500,1617
2616,1030015600,1030015600,0
2617,1030015600,1030012900,10
2618,1010015600,1010015500,1763
2619,1010015600,1010015600,0
2620,1010015600,1030015500,10
2621,1010015600,1030017500,10
2622,1010015600,1010013200,10
2623,1010020200,1010020100,1345
2624,1010020200,1010020200,0
2625,1010020200,1010019300,10
2626,1010020200,1030020300,10
2627,1010020200,1010019700,10
2628,1010020100,1010020200,2479
2629,1010020100,1010020100,0
2630,1010020100,1070002000,10
2631,1010020100,1050000500,10
2632,1010020100,1000002300,10
2633,1010020100,1050008300,10
2634,1010019300,1010019400,436
2635,1010019300,1010020200,10
2636,1010019300,1010019300,0
2637,1010019300,1030020300,10
2638,1010019300,1010019700,10
2639,1010015500,1010015600,662
2640,1010015500,1010019400,10
2641,1010015500,1010015500,0
2642,1010015500,1010018600,10
2643,1010015500,1030019100,10
2644,1030015500,1030015600,1115
2645,1030015500,1010015600,10
2646,1030015500,1030015500,0
2647,1030015500,1030017500,10
2648,1030015500,1010013200,10
2649,1030012900,1030013000,382
2650,1030012900,1030015600,10
2651,1030012900,1030012900,0
2652,3201508400,3201508500,1108
2653,3201508400,3201508400,0
2654,1200003200,1200003100,1084
2655,1200003200,1200003200,0
2656,1200003200,1200000900,10
2657,1200003200,1200002200,10
2658,1200003200,1170008300,10
2659,1200006200,1200006100,811
2660,1200006200,1200006200,0
2661,1200006200,1200003100,10
2662,1200006200,1200005800,10
2663,1200006200,1200003900,10
2664,1200009300,1200009400,259
2665,1200009300,1200009300,0
2666,1200009300,1200010200,10
2667,1200009300,1200009100,10
2668,1200009300,1200010800,10
2669,1200006100,1200006200,977
2670,1200006100,1200009400,10
2671,1200006100,1200006100,0
2672,1200003100,1200003200,467
2673,1200003100,1200006200,10
2674,1200003100,1200003100,0
2675,1200003100,1200005800,10
2676,1200003100,1200003900,10
2677,1200000900,1200001000,1567
2678,1200000900,1200003200,10
2679,1200000900,1200000900,0
2680,1200000900,1200002200,10
2681,1200000900,1170008300,10
2682,3201508500,3201508400,1108
2683,3201508500,1200001000,10
2684,3201508500,3201508500,0
2685,1010016900,1010017000,312
2686,1010016900,1010016900,0
2687,1010016900,1000004800,10
2688,1010016900,1000002900,10
2689,1010016900,1000003400,10
2690,1010011300,1010011400,268
2691,1010011300,1010011300,0
2692,1010011300,1010017000,10
2693,1010011300,1010014200,10
2694,1010011300,1010013900,10
2695,1010005100,1010005200,1775
2696,1010005100,1010005100,0
2697,1010005100,1010007200,10
2698,1010005100,1010004900,10
2699,1010005100,1010007600,10
2700,1010005200,1010005100,894
2701,1010005200,1010005200,0
2702,1010005200,1010002900,10
2703,1010005200,1010006000,10
2704,1010005200,1010002300,10
2705,1010005200,1010003900,10
2706,1010011400,1010011300,1649
2707,1010011400,1010007100,10
2708,1010011400,1010011400,0
2709,1010011400,1010009200,10
2710,1010017000,1010016900,1652
2711,1010017000,1010011300,10
2712,1010017000,1010017000,0
2713,1010017000,1010014200,10
2714,1010017000,1010013900,10
2715,1010009100,1010009200,801
2716,1010009100,1010009100,0
2717,1010009100,1010007500,10
2718,1010009100,1010009600,10
2719,1010009200,1010009100,1313
2720,1010009200,1010007100,10
2721,1010009200,1010011400,10
2722,1010009200,1010009200,0
2723,1150011800,1150011900,1174
2724,1150011800,1150011800,0
2725,1150011800,1150012700,10
2726,1140039700,1140039800,2521
2727,1140039700,1140039700,0
2728,1140039700,1150011900,10
2729,1140039700,1150001200,10
2730,1140039700,3201506400,10
2731,1140030700,1140030800,1169
2732,1140030700,1140034800,10
2733,1140030700,1140033300,10
2734,1140030700,1140030700,0
2735,1140030700,1140036400,10
2736,1140023300,1140023400,11665
2737,1140023300,1140027400,10
2738,1140023300,1140023300,0
2739,1140023300,1140030800,10
2740,1140017100,1140017200,9187
2741,1140017100,1140041000,10
2742,1140017100,1140017100,0
2743,1140017100,1140023400,10
2744,1140011300,1140011400,617
2745,1140011300,1140011300,0
2746,1140011300,1140017200,10
2747,1140011300,1140013700,10
2748,1140011300,1140014600,10
2749,1160016100,1160016200,909
2750,1160016100,1160016100,0
2751,1160016100,1140003400,10
2752,1160016100,1140000800,10
2753,1160016100,1140002000,10
2754,1160013300,1160013400,1200
2755,1160013300,1160015400,10
2756,1160013300,1160013100,10
2757,1160013300,1160013300,0
2758,1160013300,1160016200,10
2759,1160010900,1160011000,2007
2760,1160010900,1160001700,10
2761,1160010900,1160001300,10
2762,1160010900,1160010900,0
2763,1160010900,1160013400,10
2764,1160008100,1160008200,1269
2765,1160008100,1160008100,0
2766,1160008100,1160009600,10
2767,1160008100,1160001200,10
2768,1160008100,1170001300,10
2769,1160003700,1160003800,2116
2770,1160003700,1160007000,10
2771,1160003700,1160003700,0
2772,1160003700,1160008200,10
2773,1200002800,1200002700,970
2774,1200002800,1200002800,0
2775,1200002800,1160003800,10
2776,1200002800,1160004400,10
2777,1200002800,1170007300,10
2778,1200004000,1200003900,2088
2779,1200004000,1200004000,0
2780,1200004000,1200002700,10
2781,1200004000,1170008900,10
2782,1200004000,1200005200,10
2783,1200005800,1200005700,1495
2784,1200005800,1200006200,10
2785,1200005800,1200003100,10
2786,1200005800,1200005800,0
2787,1200005800,1200003900,10
2788,1200007200,1200007100,669
2789,1200007200,1200007200,0
2790,1200007200,1200005700,10
2791,1200008000,1200007900,403
2792,1200008000,1200008000,0
2793,1200008000,1200007100,10
2794,1200008000,1200006300,10
2795,1200008000,1200010000,10
2796,1200003700,1200003800,1429
2797,1200003700,1200005000,10
2798,1200003700,1200003300,10
2799,1200003700,1200003700,0
2800,1200003700,1200004800,10
2801,1200002500,1200002600,504
2802,1200002500,1200002500,0
2803,1200002500,1200003800,10
2804,1200002500,1200004400,10
2805,1200001900,1200002000,1063
2806,1200001900,1200001900,0
2807,1200001900,1200002600,10
2808,1200001500,1200001600,3508
2809,1200001500,1200001500,0
2810,1200001500,1200002000,10
2811,1210010800,1210010900,832
2812,1210010800,1210008000,10
2813,1210010800,1210010800,0
2814,1210010800,1200001600,10
2815,1210010800,1210013300,10
2816,1210009800,1210009900,1486
2817,1210009800,1210009800,0
2818,1210009800,1210010900,10
2819,1210009800,1210012300,10
2820,1210012500,1210012400,637
2821,1210012500,1210012500,0
2822,1210012500,1210011000,10
2823,1210012500,1210012900,10
2824,1210014300,1210014200,516
2825,1210014300,1210014300,0
2826,1210014300,1210013400,10
2827,1210014300,1210015100,10
2828,1210003500,1210003800,428
2829,1210003500,1210003500,0
2830,1210003500,1210014200,10
2831,1210015200,1210015300,115
2832,1210015200,1210015200,0
2833,1210015200,1210003800,10
2834,1210015500,1210015400,391
2835,1210015500,1210015500,0
2836,1210015500,1210015300,10
2837,1210015500,1210016500,10
2838,1220010300,1220010200,2240
2839,1220010300,1220011900,10
2840,1220010300,1210013600,10
2841,1220010300,1220010300,0
2842,1220010300,1210015400,10
